0,0.156434,0.309017,0.453991,0.587785,0.707107,0.809017,0.891007,0.951057,0.987688,1,0.987688,0.951056,0.891007,0.809017,0.707107,0.587785,0.45399,0.309017,0
0,0.155664,0.307495,0.451755,0.584891,0.703624,0.805033,0.886619,0.946373,0.982824,0.995075,0.982824,0.946373,0.886619,0.805033,0.703624,0.584891,0.451755,0.276208,0
0,0.154897,0.305981,0.44953,0.58201,0.700159,0.801068,0.882252,0.941712,0.977984,0.990175,0.977984,0.941712,0.882252,0.801068,0.700159,0.58201,0.443273,0.256076,0
0,0.154135,0.304474,0.447316,0.579144,0.696711,0.797123,0.877908,0.937075,0.973168,0.985299,0.973168,0.937075,0.877908,0.797123,0.696711,0.577893,0.433581,0.2423,0
0,0.153376,0.302975,0.445113,0.576292,0.69328,0.793198,0.873584,0.93246,0.968376,0.980446,0.968376,0.93246,0.873584,0.793198,0.69303,0.572794,0.424187,0.232096,0
0,0.15262,0.301483,0.442921,0.573454,0.689866,0.789292,0.869282,0.927868,0.963607,0.975618,0.963607,0.927868,0.869282,0.789241,0.689016,0.56712,0.41549,0.224095,0
0,0.151869,0.299998,0.44074,0.57063,0.686469,0.785405,0.865001,0.923298,0.958861,0.970813,0.958861,0.923298,0.864991,0.785205,0.684682,0.561173,0.407537,0.217555,0
0,0.151121,0.29852,0.43857,0.56782,0.683088,0.781537,0.860741,0.918752,0.954139,0.966033,0.954139,0.91875,0.860695,0.781057,0.680085,0.555148,0.400268,0.21204,0
0,0.150377,0.29705,0.43641,0.565023,0.679724,0.777688,0.856502,0.914227,0.94944,0.961275,0.94944,0.914217,0.856378,0.77679,0.675292,0.549159,0.393598,0.207278,0
0,0.149636,0.295587,0.434261,0.562241,0.676377,0.773858,0.852284,0.909725,0.944765,0.956541,0.944762,0.909694,0.852028,0.772408,0.670365,0.543274,0.387446,0.203086,0
0,0.148899,0.294132,0.432122,0.559472,0.673046,0.770047,0.848087,0.905245,0.940112,0.95183,0.940104,0.905174,0.847637,0.767924,0.665355,0.537526,0.38174,0.199341,0
0,0.148166,0.292683,0.429994,0.556717,0.669731,0.766255,0.843911,0.900787,0.935482,0.947141,0.935463,0.900653,0.843202,0.763353,0.660303,0.531935,0.376417,0.195953,0
0,0.147436,0.291242,0.427876,0.553975,0.666433,0.762481,0.839755,0.896351,0.930875,0.942474,0.930837,0.896125,0.838722,0.758713,0.655239,0.526505,0.371428,0.192855,0
0,0.14671,0.289808,0.425769,0.551247,0.663151,0.758726,0.835619,0.891936,0.92629,0.937827,0.926222,0.891587,0.834201,0.75402,0.650187,0.521237,0.366729,0.189999,0
0,0.145988,0.28838,0.423672,0.548532,0.659885,0.75499,0.831504,0.887543,0.921726,0.933198,0.921616,0.887037,0.829642,0.74929,0.645164,0.516125,0.362284,0.187345,0
0,0.145269,0.28696,0.421586,0.545831,0.656636,0.751272,0.827409,0.883172,0.917184,0.928587,0.917017,0.882474,0.82505,0.744535,0.640181,0.511165,0.358065,0.184864,0
0,0.144553,0.285547,0.41951,0.543143,0.653402,0.747572,0.823334,0.878822,0.912662,0.923993,0.912422,0.877898,0.820432,0.739767,0.635249,0.506348,0.354044,0.182531,0
0,0.143841,0.284141,0.417444,0.540468,0.650184,0.74389,0.819279,0.874493,0.90816,0.919412,0.907831,0.873309,0.815792,0.734996,0.630372,0.501667,0.350203,0.180328,0
0,0.143133,0.282742,0.415388,0.537806,0.646982,0.740227,0.815244,0.870183,0.903677,0.914846,0.903243,0.86871,0.811136,0.730231,0.625556,0.497115,0.346521,0.178237,0
0,0.142428,0.281349,0.413342,0.535158,0.643796,0.736581,0.811229,0.865894,0.899212,0.910292,0.898657,0.864102,0.80647,0.725477,0.620803,0.492685,0.342983,0.176246,0
0,0.141727,0.279964,0.411307,0.532522,0.640625,0.732954,0.807232,0.861625,0.894764,0.905749,0.894073,0.859487,0.801798,0.720741,0.616114,0.488368,0.339576,0.174344,0
0,0.141029,0.278585,0.409281,0.5299,0.63747,0.729344,0.803255,0.857374,0.890333,0.901217,0.889491,0.854866,0.797124,0.716027,0.61149,0.484159,0.336288,0.172522,0
0,0.140334,0.277213,0.407266,0.52729,0.634331,0.725751,0.799297,0.853142,0.885918,0.896695,0.884911,0.850243,0.792453,0.711339,0.606931,0.480051,0.333109,0.170771,0
0,0.139643,0.275848,0.40526,0.524694,0.631207,0.722176,0.795357,0.848928,0.881518,0.892183,0.880334,0.845618,0.787788,0.70668,0.602437,0.476039,0.33003,0.169084,0
0,0.138955,0.274489,0.403264,0.52211,0.628098,0.718619,0.791435,0.844732,0.877133,0.88768,0.875761,0.840996,0.783133,0.702053,0.598006,0.472116,0.327042,0.167456,0
0,0.138271,0.273138,0.401278,0.519538,0.625005,0.715078,0.787531,0.840553,0.872762,0.883187,0.871192,0.836376,0.778489,0.69746,0.593637,0.468279,0.32414,0.165882,0
0,0.13759,0.271792,0.399302,0.51698,0.621926,0.711554,0.783645,0.83639,0.868405,0.878703,0.866628,0.831762,0.773861,0.692901,0.58933,0.464523,0.321316,0.164357,0
0,0.136913,0.270454,0.397336,0.514433,0.618862,0.708046,0.779776,0.832244,0.864062,0.874228,0.862069,0.827155,0.769249,0.688379,0.585083,0.460843,0.318566,0.162878,0
0,0.136238,0.269122,0.395379,0.5119,0.615813,0.704555,0.775924,0.828114,0.859732,0.869763,0.857518,0.822556,0.764656,0.683894,0.580894,0.457236,0.315884,0.16144,0
0,0.135567,0.267797,0.393432,0.509378,0.612779,0.701081,0.772088,0.824,0.855414,0.865308,0.852975,0.817969,0.760084,0.679446,0.576762,0.453697,0.313265,0.160041,0
0,0.1349,0.266478,0.391494,0.506869,0.609759,0.697622,0.768269,0.8199,0.85111,0.860863,0.84844,0.813393,0.755533,0.675037,0.572686,0.450224,0.310707,0.158677,0
0,0.134235,0.265165,0.389566,0.504372,0.606754,0.694179,0.764466,0.815816,0.846819,0.856428,0.843915,0.80883,0.751006,0.670666,0.568664,0.446813,0.308204,0.157348,0
0,0.133574,0.263859,0.387647,0.501887,0.603762,0.690751,0.760678,0.811746,0.84254,0.852003,0.839401,0.804283,0.746503,0.666334,0.564694,0.443461,0.305755,0.15605,0
0,0.132916,0.26256,0.385737,0.499414,0.600785,0.687339,0.756907,0.807692,0.838274,0.84759,0.834898,0.79975,0.742025,0.66204,0.560775,0.440167,0.303355,0.154781,0
0,0.132262,0.261267,0.383837,0.496953,0.597822,0.683942,0.75315,0.803651,0.834021,0.843188,0.830407,0.795235,0.737573,0.657784,0.556906,0.436926,0.301002,0.153539,0
0,0.13161,0.25998,0.381946,0.494504,0.594872,0.680559,0.749408,0.799625,0.82978,0.838799,0.825929,0.790737,0.733147,0.653566,0.553086,0.433737,0.298695,0.152324,0
0,0.130962,0.258699,0.380064,0.492066,0.591936,0.677192,0.745682,0.795613,0.825553,0.834421,0.821464,0.786257,0.728749,0.649386,0.549312,0.430598,0.296429,0.151133,0
0,0.130317,0.257425,0.378192,0.48964,0.589013,0.673838,0.74197,0.791614,0.821338,0.830056,0.817014,0.781797,0.724378,0.645244,0.545584,0.427507,0.294204,0.149966,0
0,0.129675,0.256157,0.376328,0.487225,0.586103,0.6705,0.738273,0.78763,0.817137,0.825704,0.812579,0.777357,0.720035,0.641139,0.541901,0.424462,0.292017,0.14882,0
0,0.129037,0.254895,0.374473,0.484821,0.583207,0.667175,0.73459,0.78366,0.812949,0.821366,0.80816,0.772937,0.71572,0.637071,0.538261,0.421461,0.289867,0.147696,0
